place_id,author_name,language,original_language,rating,relative_time_description,text,time,translated,food,service,atmosphere,to_be_removed
,,,,,,soggy waffles insincere waitperson welcoming aura,,,Negative,Negative,Positive,
,,,,,,gloomy indoor,,,,,Negative,
,,,,,,stale cookies nonchalant housekeeper friendly decor,,,Negative,Negative,Positive,
,,,,,,unrelaxed visuals,,,,,Negative,
,,,,,,unpleasant beverage hasty telephonic service ambiance decor,,,Negative,Negative,Positive,
,,,,,,dark energy,,,,,Negative,
,,,,,,spoiled banquet disrespectful virtual assistant inviting charm,,,Negative,Negative,Positive,
,,,,,,dirty decor,,,,,Negative,
,,,,,,stringy meal hasty account manager ambiance environment,,,Negative,Negative,Positive,
,,,,,,chaotic art,,,,,Negative,
,,,,,,burnt paella slow customer service airy sound,,,Negative,Negative,Positive,
,,,,,,isolated atmosphere,,,,,Negative,
,,,,,,underseasoned fried rice inattentive valet luxurious coziness,,,Negative,Negative,Positive,
,,,,,,disagreeable decor,,,,,Negative,
,,,,,,rotten cookies arrogant caretaker luxurious structure,,,Negative,Negative,Positive,
,,,,,,uncomfortable atmosphere,,,,,Negative,
,,,,,,overly greasy pasta salad rude attendant cozy feel,,,Negative,Negative,Positive,
,,,,,,unwelcoming design,,,,,Negative,
,,,,,,stinky lasagna unhelpful call center serene space,,,Negative,Negative,Positive,
,,,,,,unbalanced environment,,,,,Negative,
,,,,,,bland cocktail unpleasant clerk sophisticated surroundings,,,Negative,Negative,Positive,
,,,,,,gloomy interior,,,,,Negative,
,,,,,,unfresh drink disrespectful reservation inviting aura,,,Negative,Negative,Positive,
,,,,,,bland air,,,,,Negative,
,,,,,,smelly side dish irritating e-commerce charming hospitality,,,Negative,Negative,Positive,
,,,,,,cold hospitality,,,,,Negative,
,,,,,,unpleasant meal hasty automated service lively temperature,,,Negative,Negative,Positive,
,,,,,,unfriendly music,,,,,Negative,
,,,,,,dry tacos unprofessional bellboy vibrant ambience,,,Negative,Negative,Positive,
,,,,,,awkward design,,,,,Negative,
,,,,,,spoiled cocktail disorganized service desk relaxing surroundings,,,Negative,Negative,Positive,
,,,,,,unsophisticated sight,,,,,Negative,
,,,,,,dry potatoes unresponsive busboy sophisticated ambience,,,Negative,Negative,Positive,
,,,,,,cold decor,,,,,Negative,
,,,,,,underseasoned salad unreliable order taker comfortable style,,,Negative,Negative,Positive,
,,,,,,uninviting interior,,,,,Negative,
,,,,,,gross fried rice inattentive telephonic service rustic outlook,,,Negative,Negative,Positive,
,,,,,,harsh feelings,,,,,Negative,
,,,,,,lumpy concoction inefficient support agent ambiance space,,,Negative,Negative,Positive,
,,,,,,too loud decor,,,,,Negative,
,,,,,,overly greasy fried rice clumsy check-in ambiance indoor,,,Negative,Negative,Positive,
,,,,,,soulless vibe,,,,,Negative,
,,,,,,inadequate wrap unreliable e-commerce modern acoustics,,,Negative,Negative,Positive,
,,,,,,unwelcoming mood,,,,,Negative,
,,,,,,spoiled breakfast careless host inviting lighting,,,Negative,Negative,Positive,
,,,,,,unpleasant vibe,,,,,Negative,
,,,,,,underseasoned tea overwhelmed caretaker welcoming space,,,Negative,Negative,Positive,
,,,,,,unpleasant furniture,,,,,Negative,
,,,,,,disgusting snack impolite customer support modern art,,,Negative,Negative,Positive,
,,,,,,unsightly art,,,,,Negative,
,,,,,,chewy curry overbearing caregiver ambiance hospitality,,,Negative,Negative,Positive,
,,,,,,harsh space,,,,,Negative,
,,,,,,chewy picnic disengaged staff bright setting,,,Negative,Negative,Positive,
,,,,,,unpleasant feel,,,,,Negative,
,,,,,,tough tofu unpleasant delivery charming ambience,,,Negative,Negative,Positive,
,,,,,,unpolished energy,,,,,Negative,
,,,,,,too salty juice unpleasant caretaker colorful ambiance,,,Negative,Negative,Positive,
,,,,,,harsh feelings,,,,,Negative,
,,,,,,awful vegetables unaware online support chic interior,,,Negative,Negative,Positive,
,,,,,,stuffy tone,,,,,Negative,
,,,,,,burnt chocolate awkward call center beautiful background,,,Negative,Negative,Positive,
,,,,,,unsightly hospitality,,,,,Negative,
,,,,,,inadequate platter unpleasant customer inquiry vibrant setting,,,Negative,Negative,Positive,
,,,,,,noisy interior,,,,,Negative,
,,,,,,over-sweetened coffee dismissive delivery uplifting ambiance,,,Negative,Negative,Positive,
,,,,,,unpleasant comfort,,,,,Negative,
,,,,,,bitter chicken overbearing e-commerce colorful visuals,,,Negative,Negative,Positive,
,,,,,,disorienting air,,,,,Negative,
,,,,,,bitter fish and chips unreliable valet enticing charm,,,Negative,Negative,Positive,
,,,,,,unwelcoming setting,,,,,Negative,
,,,,,,soggy ice cream arrogant remote service tranquil air,,,Negative,Negative,Positive,
,,,,,,too bright space,,,,,Negative,
,,,,,,awful delicacy disinterested support agent refreshing outlook,,,Negative,Negative,Positive,
,,,,,,dark music,,,,,Negative,
,,,,,,overcooked platter awkward security peaceful art,,,Negative,Negative,Positive,
,,,,,,disorienting charm,,,,,Negative,
,,,,,,bland breakfast careless valet refreshing interior,,,Negative,Negative,Positive,
,,,,,,unpolished environment,,,,,Negative,
,,,,,,awful cheese careless reservation inviting design,,,Negative,Negative,Positive,
,,,,,,stuffy outdoor,,,,,Negative,
,,,,,,gross cheese confused room service peaceful background,,,Negative,Negative,Positive,
,,,,,,oppressive feelings,,,,,Negative,
,,,,,,tough cookies disinterested guide charming warmth,,,Negative,Negative,Positive,
,,,,,,unwelcoming hospitality,,,,,Negative,
,,,,,,rotten lunch hostile cleaner uplifting coziness,,,Negative,Negative,Positive,
,,,,,,unpolished music,,,,,Negative,
,,,,,,rotten salad unresponsive phone ordering refreshing warmth,,,Negative,Negative,Positive,
,,,,,,unromantic surroundings,,,,,Negative,
,,,,,,spoiled chicken inattentive host comfortable furniture,,,Negative,Negative,Positive,
,,,,,,cold space,,,,,Negative,
,,,,,,chewy pasta salad irritating virtual assistant tranquil style,,,Negative,Negative,Positive,
,,,,,,bland setting,,,,,Negative,
,,,,,,rotten juice unpleasant e-commerce modern room,,,Negative,Negative,Positive,
,,,,,,stale acoustics,,,,,Negative,
,,,,,,lumpy curry nonchalant digital assistant comfortable space,,,Negative,Negative,Positive,
,,,,,,unpolished setting,,,,,Negative,
,,,,,,smelly paella overworked support hotline charming room,,,Negative,Negative,Positive,
,,,,,,dark hospitality,,,,,Negative,
,,,,,,bland coffee unconsiderate e-commerce bright feel,,,Negative,Negative,Positive,
,,,,,,too loud setting,,,,,Negative,
,,,,,,unpleasant fish and chips arrogant technician relaxing style,,,Negative,Negative,Positive,
,,,,,,dirty decor,,,,,Negative,
,,,,,,bitter treat inattentive customer care fresh furnishing,,,Negative,Negative,Positive,
,,,,,,chaotic environment,,,,,Negative,
,,,,,,bland beverage unconsiderate bellboy beautiful visuals,,,Negative,Negative,Positive,
,,,,,,sterile furniture,,,,,Negative,
,,,,,,salty pancakes unreliable service representative spacious air,,,Negative,Negative,Positive,
,,,,,,sterile layout,,,,,Negative,
,,,,,,unhealthy spaghetti inattentive remote service relaxing mood,,,Negative,Negative,Positive,
,,,,,,chaotic setting,,,,,Negative,
,,,,,,burnt burger unpleasant waitress relaxing layout,,,Negative,Negative,Positive,
,,,,,,awkward outlook,,,,,Negative,
,,,,,,chewy tacos insincere support agent tranquil energy,,,Negative,Negative,Positive,
,,,,,,uninviting view,,,,,Negative,
,,,,,,flavorless fried rice incompetent cleaner quiet style,,,Negative,Negative,Positive,
,,,,,,uncomfortable outdoor,,,,,Negative,
,,,,,,slimy gravy unresponsive order confirmation cozy ambiance,,,Negative,Negative,Positive,
,,,,,,harsh energy,,,,,Negative,
,,,,,,cold cocktail irritating valet serene surroundings,,,Negative,Negative,Positive,
,,,,,,unsightly tone,,,,,Negative,
,,,,,,cold platter confused customer care peaceful interior,,,Negative,Negative,Positive,
,,,,,,uncomfortable room,,,,,Negative,
,,,,,,too salty wrap unpleasant order taker intimate acoustics,,,Negative,Negative,Positive,
,,,,,,uninspiring space,,,,,Negative,
,,,,,,spoiled hamburger distracting clerk refreshing space,,,Negative,Negative,Positive,
,,,,,,unwelcoming room,,,,,Negative,
,,,,,,disgusting noodles disorganized dishwasher vibrant feel,,,Negative,Negative,Positive,
,,,,,,uninviting room,,,,,Negative,
,,,,,,stringy chocolate distracting phone ordering beautiful space,,,Negative,Negative,Positive,
,,,,,,unpleasant mood,,,,,Negative,
,,,,,,overcooked spaghetti unpleasant phone ordering inviting tone,,,Negative,Negative,Positive,
,,,,,,unfriendly indoor,,,,,Negative,
,,,,,,undercooked chips unskilled call center cozy surroundings,,,Negative,Negative,Positive,
,,,,,,soulless view,,,,,Negative,
,,,,,,gross smoothie annoying order tracking cozy space,,,Negative,Negative,Positive,
,,,,,,chaotic music,,,,,Negative,
,,,,,,inadequate treat unconsiderate team member classy setting,,,Negative,Negative,Positive,
,,,,,,unsightly acoustics,,,,,Negative,
,,,,,,spoiled coffee inefficient order taker spacious air,,,Negative,Negative,Positive,
,,,,,,uncomfortable charm,,,,,Negative,
,,,,,,soggy bread overbearing maintenance contemporary decor,,,Negative,Negative,Positive,
,,,,,,dull vibration,,,,,Negative,
,,,,,,chewy cocktail disinterested customer inquiry welcoming design,,,Negative,Negative,Positive,
,,,,,,awkward vibration,,,,,Negative,
,,,,,,unappetizing fruit dismissive delivery modern comfort,,,Negative,Negative,Positive,
,,,,,,boring hospitality,,,,,Negative,
,,,,,,stringy tea unhelpful order confirmation beautiful structure,,,Negative,Negative,Positive,
,,,,,,boring decor,,,,,Negative,
,,,,,,burnt dinner overbearing check-in welcoming environment,,,Negative,Negative,Positive,
,,,,,,uncomfortable lighting,,,,,Negative,
,,,,,,unripe rice unhelpful attendant vibrant indoor,,,Negative,Negative,Positive,
,,,,,,disorienting view,,,,,Negative,
,,,,,,unrefined cake unaware dishwasher romantic surroundings,,,Negative,Negative,Positive,
,,,,,,unpleasant vibe,,,,,Negative,
,,,,,,unseasoned spread nonchalant bartender fresh hospitality,,,Negative,Negative,Positive,
,,,,,,dull setting,,,,,Negative,
,,,,,,dry paella incompetent online support rustic coziness,,,Negative,Negative,Positive,
,,,,,,harsh lighting setting,,,,,Negative,
,,,,,,lumpy cookies unpleasant support hotline inviting structure,,,Negative,Negative,Positive,
,,,,,,gloomy view,,,,,Negative,
,,,,,,spoiled pasta salad inattentive customer support sophisticated ambience,,,Negative,Negative,Positive,
,,,,,,harsh lighting interior,,,,,Negative,
,,,,,,awful treat poor caregiver modern charm,,,Negative,Negative,Positive,
,,,,,,unfriendly mood,,,,,Negative,
,,,,,,awful delicacy hostile team member peaceful style,,,Negative,Negative,Positive,
,,,,,,unfriendly outdoor,,,,,Negative,
,,,,,,bland salad slow delivery person charming view,,,Negative,Negative,Positive,
,,,,,,dirty space,,,,,Negative,
,,,,,,flavorless sushi impolite busboy chilled feel,,,Negative,Negative,Positive,
,,,,,,unpleasant space,,,,,Negative,
,,,,,,soggy concoction inefficient waitstaff uplifting setting,,,Negative,Negative,Positive,
,,,,,,cold background,,,,,Negative,
,,,,,,unpleasant pasta salad hasty bellboy chic energy,,,Negative,Negative,Positive,
,,,,,,shabby layout,,,,,Negative,
,,,,,,over-sweetened cookies overwhelmed valet ambiance air,,,Negative,Negative,Positive,
,,,,,,unwelcoming environment,,,,,Negative,
,,,,,,soggy sandwich awkward reservation peaceful charm,,,Negative,Negative,Positive,
,,,,,,unfriendly mood,,,,,Negative,
,,,,,,stringy course disengaged helper contemporary view,,,Negative,Negative,Positive,
,,,,,,unromantic charm,,,,,Negative,
,,,,,,soggy dish unaccommodating caretaker welcoming art,,,Negative,Negative,Positive,
,,,,,,unpleasant mood,,,,,Negative,
,,,,,,dry waffles untrustworthy chef ambiance temperature,,,Negative,Negative,Positive,
,,,,,,cluttered background,,,,,Negative,
,,,,,,spoiled dish confused order taker calming tone,,,Negative,Negative,Positive,
,,,,,,overcrowded outdoor,,,,,Negative,
,,,,,,overly greasy noodles unprofessional delivery service vibrant temperature,,,Negative,Negative,Positive,
,,,,,,unwelcoming indoor,,,,,Negative,
,,,,,,bitter cookies unpleasant receptionist welcoming visuals,,,Negative,Negative,Positive,
,,,,,,noisy air,,,,,Negative,
,,,,,,sour vegetables cold phone ordering intimate acoustics,,,Negative,Negative,Positive,
,,,,,,uncomfortable space,,,,,Negative,
,,,,,,slimy dish dismissive service representative refreshing hospitality,,,Negative,Negative,Positive,
,,,,,,bland room,,,,,Negative,
,,,,,,over-sweetened potatoes dismissive receptionist ambiance setting,,,Negative,Negative,Positive,
,,,,,,unfriendly tone,,,,,Negative,
,,,,,,greasy quiche nonchalant chatbot warm layout,,,Negative,Negative,Positive,
,,,,,,dull ambience,,,,,Negative,
,,,,,,rubbery noodles careless order processing romantic view,,,Negative,Negative,Positive,
,,,,,,dull setting,,,,,Negative,
,,,,,,bland tacos slow helper inviting ambience,,,Negative,Negative,Positive,
,,,,,,uncomfortable acoustics,,,,,Negative,
,,,,,,gummy spread unfriendly online ordering calming sight,,,Negative,Negative,Positive,
,,,,,,dull art,,,,,Negative,
,,,,,,soggy spaghetti clumsy room service classy coziness,,,Negative,Negative,Positive,
,,,,,,disagreeable furnishing,,,,,Negative,
,,,,,,disgusting beverage irritating e-commerce chic charm,,,Negative,Negative,Positive,
,,,,,,bland environment,,,,,Negative,
,,,,,,soggy dish disrespectful caregiver friendly outdoor,,,Negative,Negative,Positive,
,,,,,,overcrowded view,,,,,Negative,
,,,,,,bitter ice cream unprofessional virtual assistant comfortable mood,,,Negative,Negative,Positive,
,,,,,,stuffy surroundings,,,,,Negative,
,,,,,,disappointing spread overworked waitstaff modern decor,,,Negative,Negative,Positive,
,,,,,,unsophisticated aura,,,,,Negative,
,,,,,,overly greasy beverage awkward support inviting setting,,,Negative,Negative,Positive,
,,,,,,awkward music,,,,,Negative,
,,,,,,chewy cake unhelpful support bright indoor,,,Negative,Negative,Positive,
,,,,,,unappealing interior,,,,,Negative,
,,,,,,tasteless cocktail disrespectful manager casual setting,,,Negative,Negative,Positive,
,,,,,,uninspiring feel,,,,,Negative,
,,,,,,unpleasant rice overwhelmed security quiet lighting,,,Negative,Negative,Positive,
,,,,,,harsh lighting coziness,,,,,Negative,
,,,,,,rotten guacamole distracting assistant modern charm,,,Negative,Negative,Positive,
,,,,,,uncomfortable sight,,,,,Negative,
,,,,,,unhealthy side dish awkward maintenance enticing music,,,Negative,Negative,Positive,
,,,,,,unappealing room,,,,,Negative,
,,,,,,gross wrap impolite clerk stylish mood,,,Negative,Negative,Positive,
,,,,,,unbalanced charm,,,,,Negative,
,,,,,,unpleasant steak careless valet spacious visuals,,,Negative,Negative,Positive,
,,,,,,overcrowded vibration,,,,,Negative,
,,,,,,lumpy juice overworked concierge airy charm,,,Negative,Negative,Positive,
,,,,,,oppressive space,,,,,Negative,
,,,,,,lumpy gravy untrustworthy server rustic lighting,,,Negative,Negative,Positive,
,,,,,,soulless outlook,,,,,Negative,
,,,,,,stale sushi rolls unhelpful waitstaff inviting charm,,,Negative,Negative,Positive,
,,,,,,oppressive feel,,,,,Negative,
,,,,,,disappointing cocktail unpleasant attendant ambiance visuals,,,Negative,Negative,Positive,
,,,,,,shabby setting,,,,,Negative,
,,,,,,unappetizing sausages disinterested caregiver comfortable coziness,,,Negative,Negative,Positive,
,,,,,,uncomfortable tone,,,,,Negative,
,,,,,,bitter gravy poor concierge enticing room,,,Negative,Negative,Positive,
,,,,,,unsophisticated setting,,,,,Negative,
,,,,,,mushy cake unhelpful support quiet music,,,Negative,Negative,Positive,
,,,,,,uncomfortable aura,,,,,Negative,
,,,,,,unappetizing gravy irritating housekeeper intimate room,,,Negative,Negative,Positive,
,,,,,,uninspiring charm,,,,,Negative,
,,,,,,salty ice cream overworked guide chilled comfort,,,Negative,Negative,Positive,
,,,,,,too loud energy,,,,,Negative,
,,,,,,awful paella disrespectful staff homey lighting,,,Negative,Negative,Positive,
,,,,,,cluttered view,,,,,Negative,
,,,,,,unflavorful beverage poor check-in casual ambiance,,,Negative,Negative,Positive,
,,,,,,unromantic temperature,,,,,Negative,
,,,,,,sour curry disrespectful order confirmation comfortable design,,,Negative,Negative,Positive,
,,,,,,sterile structure,,,,,Negative,
,,,,,,disgusting soft drink inefficient waiter spacious lighting,,,Negative,Negative,Positive,
,,,,,,unwelcoming layout,,,,,Negative,
,,,,,,overcooked soft drink unhelpful support hotline fresh decor,,,Negative,Negative,Positive,
,,,,,,awkward surroundings,,,,,Negative,
,,,,,,unappetizing tea disinterested order confirmation relaxing art,,,Negative,Negative,Positive,
,,,,,,boring view,,,,,Negative,
,,,,,,stinky course awkward security quiet sound,,,Negative,Negative,Positive,
,,,,,,uncomfortable outdoor,,,,,Negative,
,,,,,,burnt appetizer disorganized support hotline modern environment,,,Negative,Negative,Positive,
,,,,,,noisy view,,,,,Negative,
,,,,,,mediocre hamburger overworked e-commerce comfortable decor,,,Negative,Negative,Positive,
,,,,,,stuffy charm,,,,,Negative,
,,,,,,flavorless quinoa impolite support hotline comfortable charm,,,Negative,Negative,Positive,
